title,release_year,rating,popularity,genres,poster_url
The Pinchcliffe Grand Prix,1975,7.761,1.8667,"['Adventure', 'Animation', 'Comedy', 'Family']",https://image.tmdb.org/t/p/w500/iWnG4MrdUcrJ3dhB2pvwQZjKXIR.jpg
Four of the Apocalypse,1975,6.5,1.8399,['Western'],https://image.tmdb.org/t/p/w500/fXuIo8Qn3he4QRDQPWI3HDxx6Sf.jpg
Varsity Playthings,1975,4.553,1.8592,"['Comedy', 'Drama']",https://image.tmdb.org/t/p/w500/qB7h2KXsMuxJh5fsa0lRvd9UlD6.jpg
Cooley High,1975,7.0,2.2267,"['Comedy', 'Drama', 'Romance']",https://image.tmdb.org/t/p/w500/r9Kj0EAqoXK22epzevx4QyXrllM.jpg
Funny Lady,1975,5.2,2.515,"['Comedy', 'Drama', 'Romance']",https://image.tmdb.org/t/p/w500/3F6BcS3hW9YolzHuAMluXSiDES7.jpg
Dersu Uzala,1975,7.945,2.193,"['Action', 'Adventure', 'Drama']",https://image.tmdb.org/t/p/w500/bIOrDQ3Gg68k3qJAnRU7nIZr0BW.jpg
Cookies,1975,6.307,2.0659,"['Romance', 'Drama', 'Comedy']",https://image.tmdb.org/t/p/w500/5ZYbGdFa9wVqctQ6uSdFWK3apJ2.jpg
The Killer Elite,1975,5.8,2.7175,"['Crime', 'Action', 'Thriller']",https://image.tmdb.org/t/p/w500/4gmeoOGo173bXXeiqmInWunipPp.jpg
The Giant Spider Invasion,1975,3.9,2.2723,"['Horror', 'Science Fiction']",https://image.tmdb.org/t/p/w500/pdD0zSAiHpX2TEz4uuVdMB3KkGB.jpg
The Stepford Wives,1975,6.7,1.8844,"['Mystery', 'Thriller', 'Science Fiction', 'Horror']",https://image.tmdb.org/t/p/w500/5z1ogJJmQkCoU62VJmut4nnc2qs.jpg
Hedgehog in the Fog,1975,7.413,2.296,"['Animation', 'Adventure', 'Mystery']",https://image.tmdb.org/t/p/w500/jY0U4PJZjvXI1ZhTMtvX0AjRAZn.jpg
The Ultimate Warrior,1975,5.8,2.2303,"['Action', 'Science Fiction', 'Thriller']",https://image.tmdb.org/t/p/w500/1RyccpnEHahPtWOoKjwO40pGPmB.jpg
Crazy Mama,1975,5.588,2.603,"['Crime', 'Action', 'Comedy']",https://image.tmdb.org/t/p/w500/868gQ8gYhBggAy3meIx57fUfsDY.jpg
Bellas de Noche,1975,4.667,1.9838,"['Romance', 'Comedy', 'Drama']",https://image.tmdb.org/t/p/w500/5ViC0a9Kkt4bpTXThmNnn1Miswz.jpg
The Perverse Countess,1975,4.3,2.0013,"['Thriller', 'Horror']",https://image.tmdb.org/t/p/w500/lntkxMuYayOsQEnxGSJIQUzWj8.jpg
The Magic Flute,1975,7.3,1.9479,"['Music', 'Romance', 'Fantasy']",https://image.tmdb.org/t/p/w500/3N0L2ijwcVjRLJRSXbv3AKT2Vnt.jpg
Bug,1975,5.4,2.2377,"['Science Fiction', 'Horror']",https://image.tmdb.org/t/p/w500/fcGZcDb62IdfIKVsVIezKQy9l15.jpg
Take a Hard Ride,1975,5.3,2.2079,"['Action', 'Western']",https://image.tmdb.org/t/p/w500/exQBHadvEXRa3o3XOrfqmiS6faw.jpg
Fox and His Friends,1975,7.3,1.5872,['Drama'],https://image.tmdb.org/t/p/w500/uYHNK7VycMOcD9Jv5qgjIdvDwgG.jpg
Im Gasthaus zum scharfen Hirschen,1975,5.5,1.8364,['Comedy'],https://image.tmdb.org/t/p/w500/jxjpY37ELEDs77GpBm2CY9VxRZ5.jpg
"The Irony of Fate, or Enjoy Your Bath!",1975,7.368,1.7748,"['TV Movie', 'Comedy', 'Romance']",https://image.tmdb.org/t/p/w500/zlkG0yVVamCyBnLLbD2zOaHMJEz.jpg
Black Magic,1975,5.3,1.6601,"['Fantasy', 'Horror']",https://image.tmdb.org/t/p/w500/zFnDBFlbAoV5l0pJhZYh3bvqQEw.jpg
Friendly Persuasion,1975,0.0,2.0282,"['Drama', 'TV Movie']",https://image.tmdb.org/t/p/w500/muapAtvcRn1Rjs7OB1wIc2tTcpr.jpg
Breakheart Pass,1975,6.573,3.1505,"['Thriller', 'Western', 'Mystery']",https://image.tmdb.org/t/p/w500/li6BdgpVeMsgIjDugiVfHJGwPTp.jpg
Bite the Bullet,1975,6.398,3.0143,"['Action', 'Western', 'Adventure']",https://image.tmdb.org/t/p/w500/7UmbzXPrkyky7WHtCZanKkfvlIw.jpg
Lips of Blood,1975,5.9,1.5296,"['Horror', 'Mystery']",https://image.tmdb.org/t/p/w500/KpdGQiCQfBUpGqMRZ9RvOtCYw.jpg
Mahogany,1975,5.9,2.033,"['Drama', 'Romance']",https://image.tmdb.org/t/p/w500/rHnquMeqgzXOkk2qckWPY1cyvuL.jpg
Attack on Terror: The FBI vs. the Ku Klux Klan,1975,5.0,2.5035,"['Drama', 'Crime', 'TV Movie']",https://image.tmdb.org/t/p/w500/aLmg6M9TQ5Cjv2363DFc58Vg3KQ.jpg
The Man from Hong Kong,1975,6.694,1.9519,"['Action', 'Crime', 'Adventure', 'Drama']",https://image.tmdb.org/t/p/w500/lCLUFxMNxcutYcSXbMySWDJvAUd.jpg
The Four Assassins,1975,5.5,1.6277,"['Action', 'Adventure']",https://image.tmdb.org/t/p/w500/rivnMDgUQAlU1K6gZjURv17pYiZ.jpg
Night Lunch,1975,5.0,1.9461,"['Music', 'Documentary']",https://image.tmdb.org/t/p/w500/kz048xLTISo7CvBh4kcilqcHpHk.jpg
Confessions of a Pop Performer,1975,4.714,1.9991,['Comedy'],https://image.tmdb.org/t/p/w500/mrbn4oeYxQWu8DytLn61Pqzyuf3.jpg
Love and Death,1975,7.51,1.6164,['Comedy'],https://image.tmdb.org/t/p/w500/oJXFd1UHZoOQ1UtoLxbyBLGJDox.jpg
Waves of Lust,1975,5.286,1.864,"['Thriller', 'Drama']",https://image.tmdb.org/t/p/w500/e4tUrnUT3FW2lcw2Na5AdoEWsLN.jpg
One of Our Dinosaurs Is Missing,1975,5.7,2.0869,"['Action', 'Adventure', 'Comedy', 'Drama', 'Family', 'Mystery', 'Thriller']",https://image.tmdb.org/t/p/w500/TD03DZvWSOKRJx6KLogMMDcqll.jpg
White Line Fever,1975,6.109,2.3866,"['Romance', 'Action', 'Crime', 'Drama']",https://image.tmdb.org/t/p/w500/cPXwaBrDGOUIkzGj6MeAElzUi3Z.jpg
Intimate Relations,1975,3.2,1.713,['Comedy'],https://image.tmdb.org/t/p/w500/kd1xbPamy0jTX4PDqaqsUHt1lrf.jpg
Ilsa: She Wolf of the SS,1975,6.021,1.8798,"['Thriller', 'Horror', 'War', 'Drama']",https://image.tmdb.org/t/p/w500/u0N1LnpRSR5sLmiLMgRv0mlTXk9.jpg
Mitzi & 100 Guys,1975,0.0,2.1902,"['Music', 'Comedy', 'TV Movie']",https://image.tmdb.org/t/p/w500/biZWykz2FBw3MNE1Ya07vHngTHb.jpg
Operation: Daybreak,1975,6.889,1.7749,"['Action', 'War']",https://image.tmdb.org/t/p/w500/rqO9bdpuv35G6f3mHESPvwwB99U.jpg
Winner Take All,1975,7.0,1.7227,"['Drama', 'TV Movie']",https://image.tmdb.org/t/p/w500/pzZ4UZRi5XrESfc2PU5vCuJUjPw.jpg
The Eiger Sanction,1975,6.13,1.7024,"['Action', 'Adventure', 'Drama']",https://image.tmdb.org/t/p/w500/8654SvWhTdWQZ84C4NlidPqMBTB.jpg
The Return of the Pink Panther,1975,6.79,2.1245,"['Comedy', 'Crime', 'Mystery']",https://image.tmdb.org/t/p/w500/cDi6lHXmY12SxtjcP6IdK7mB3W1.jpg
Race with the Devil,1975,6.4,1.8829,"['Action', 'Horror', 'Thriller']",https://image.tmdb.org/t/p/w500/4ezD93ytLd8707j3Qvg53Mpz5ff.jpg
Death Scream,1975,6.6,2.7325,"['Crime', 'Drama', 'TV Movie', 'History']",https://image.tmdb.org/t/p/w500/8hkA2Skdey3TT75KVee4PisfwUB.jpg
Great Mazinger vs. Getter Robo,1975,6.2,2.1611,"['Animation', 'Action', 'Adventure', 'Science Fiction']",https://image.tmdb.org/t/p/w500/89YVgEo3wo3PGpVKgiPwzThmqAD.jpg
Chupke Chupke,1975,7.0,1.591,"['Romance', 'Comedy', 'Drama']",https://image.tmdb.org/t/p/w500/yNZf2yhQE42f3uIcR1IXOiMQ72c.jpg
Smile,1975,6.064,2.6053,['Comedy'],https://image.tmdb.org/t/p/w500/6j1YtyZ9DPzZknqGyuk5veajLnv.jpg
"A Genius, Two Friends, and an Idiot",1975,6.287,1.7071,"['Comedy', 'Western']",https://image.tmdb.org/t/p/w500/wVo9IIAmIPWztrmR2C25X31QHAk.jpg
The Drowning Pool,1975,6.3,1.8525,"['Thriller', 'Mystery']",https://image.tmdb.org/t/p/w500/pOV256yJv56997QZJEdYdCTiL8B.jpg
Great Mazinger vs. Getter Robo G: The Great Space Encounter,1975,5.8,2.2912,"['Animation', 'Action', 'Science Fiction']",https://image.tmdb.org/t/p/w500/yLvRgri9oO5RodZiMwJDgJzAKHp.jpg
That Lady from Peking,1975,1.0,1.6194,"['Crime', 'Drama']",https://image.tmdb.org/t/p/w500/q6ZX2WPuxZV3B9cALkqag6v2u5l.jpg
Let's Do It Again,1975,6.9,2.894,"['Comedy', 'Crime']",https://image.tmdb.org/t/p/w500/wOP0m66lUz75EGUnWNklJjakaCX.jpg
Linda Lovelace for President,1975,4.1,1.9563,['Comedy'],https://image.tmdb.org/t/p/w500/qywptOx78NQorrNiLVESss6SEDy.jpg
The Adventures of the Wilderness Family,1975,6.0,1.6685,"['Drama', 'Family', 'Adventure']",https://image.tmdb.org/t/p/w500/1t5JbM4gxjWyAaq884rbNEqKcRr.jpg
Delinquent Schoolgirls,1975,4.75,1.4744,"['Comedy', 'Drama']",https://image.tmdb.org/t/p/w500/SKNaVGz0s9Txnyj7OctrlFRXXK.jpg
Inserts,1975,5.837,2.1909,"['Drama', 'Comedy']",https://image.tmdb.org/t/p/w500/gPBFWOOjZdRXGFGFHMqVot5Kn1O.jpg
Framed,1975,6.6,1.9757,"['Action', 'Crime', 'Thriller']",https://image.tmdb.org/t/p/w500/b78HelKTjM7sQ6TvtK83ihEVwmB.jpg
Rooster Cogburn,1975,6.4,1.713,"['Adventure', 'Drama', 'Western']",https://image.tmdb.org/t/p/w500/6R3X6KpHd70dI3LS22ZG5Rn422V.jpg
Timber Tramps,1975,0.0,1.6244,['Adventure'],https://image.tmdb.org/t/p/w500/dgC0Uz0hak0SMUh8P9Rchwdy8C9.jpg
Trilogy of Terror,1975,6.2,1.883,"['Horror', 'Thriller', 'TV Movie']",https://image.tmdb.org/t/p/w500/nE4ih0nzpqz0x154Vig0QJUc6Sr.jpg
Kenji Mizoguchi: The Life of a Film Director,1975,6.8,1.3963,['Documentary'],https://image.tmdb.org/t/p/w500/7pTKQ65xiDVFfuoWbiddEC2phWQ.jpg
"Bad, Black and Beautiful",1975,3.0,1.344,['Action'],https://image.tmdb.org/t/p/w500/z3BzfevGWE7zP81XVv6Y93zBbVW.jpg
"Aloha, Bobby and Rose",1975,5.9,1.6213,"['Drama', 'Romance', 'Action']",https://image.tmdb.org/t/p/w500/rCGtAz6feHLWck0NRVGuK3PfhcC.jpg
The Naked Civil Servant,1975,6.7,2.0972,"['Drama', 'Comedy', 'TV Movie']",https://image.tmdb.org/t/p/w500/bdKnysyR5WLkbr335Uti8FF9OJQ.jpg
Bucktown,1975,5.7,1.372,"['Action', 'Crime', 'Drama']",https://image.tmdb.org/t/p/w500/x5UbYNscimgLYat7X0TcsqRDapA.jpg
Tommy,1975,6.497,2.0539,"['Drama', 'Music']",https://image.tmdb.org/t/p/w500/pAImVnqBJwoFAKrcpAe17JjLGUs.jpg
Oryu's Passion: Bondage Skin,1975,7.0,1.4208,"['Crime', 'Horror']",https://image.tmdb.org/t/p/w500/vCISzRPio9ogTGn3mVwZVJNuakF.jpg
Hester Street,1975,6.2,1.8388,"['Drama', 'Romance']",https://image.tmdb.org/t/p/w500/sEYKnLShvnJuXzYWFI870F1hqZK.jpg
The Sweet Aunts,1975,5.6,1.8579,['Comedy'],https://image.tmdb.org/t/p/w500/1lWZUVKu3BevJPn1dFHgJO6buDn.jpg
The Other Side of the Mountain,1975,6.2,2.2289,"['Romance', 'Drama']",https://image.tmdb.org/t/p/w500/eikUqnTC2DxVCZGwEUiuNzFpQVk.jpg
The Hiding Place,1975,6.6,1.6905,['Drama'],https://image.tmdb.org/t/p/w500/eFQIDuXKTdowE2XDsTBycPXSO1.jpg
Mitchell,1975,3.3,1.6832,"['Crime', 'Drama', 'Action']",https://image.tmdb.org/t/p/w500/14Afu2In8RPbdhTacNJl5kRechp.jpg
Video Vixens!,1975,5.1,1.4191,['Comedy'],https://image.tmdb.org/t/p/w500/maqet6ABvVMTGk0jWsulg9FWiun.jpg
Let Joy Reign Supreme,1975,6.3,1.4277,"['War', 'History', 'Drama']",https://image.tmdb.org/t/p/w500/plGdhIngYVs0b123cgWAzHS7lcr.jpg
Who Is the Black Dahlia?,1975,6.4,2.2456,"['Crime', 'Drama', 'TV Movie']",https://image.tmdb.org/t/p/w500/pvuYniKCHEiZSmOpVx4rhpmGMdB.jpg
Adiós Amigo,1975,3.0,1.3721,"['Western', 'Action', 'Comedy']",https://image.tmdb.org/t/p/w500/kkGa5tVqccwTq2I1G6CS6qjs3iJ.jpg
A Dragonfly for Each Corpse,1975,6.1,1.414,"['Crime', 'Mystery', 'Thriller', 'Horror']",https://image.tmdb.org/t/p/w500/2hXC5kpSKIqy3V7Osn9owY3M6Tp.jpg
Picnic at Hanging Rock,1975,7.2,1.5469,"['Drama', 'Mystery']",https://image.tmdb.org/t/p/w500/7BAXwmFN4pZDNb9N6kzmAAwdssi.jpg
My Father's House,1975,0.0,1.6643,"['Drama', 'TV Movie']",https://image.tmdb.org/t/p/w500/qvATCnpiYc47FFx5X7YCwlSDflZ.jpg
Manila in the Claws of Light,1975,7.2,1.7147,"['Drama', 'Mystery']",https://image.tmdb.org/t/p/w500/iFM8bcQnyBPlzd0JItgWNn6TjT2.jpg
Mean Johnny Barrows,1975,5.5,1.791,"['Action', 'Crime', 'Drama']",https://image.tmdb.org/t/p/w500/fFg0bm8UOhgkk7LZJKeH73KXmVG.jpg
The Story of Adele H.,1975,6.9,1.4361,"['Drama', 'History', 'Romance']",https://image.tmdb.org/t/p/w500/ymzUeHZP5SguHeyx28aN3PLBReA.jpg
The Seventh Company Has Been Found,1975,7.291,1.7094,"['Comedy', 'War']",https://image.tmdb.org/t/p/w500/oBsGkRLaeZzoJr4qnlyF6wZQst9.jpg
Lover Boy,1975,4.9,1.6902,['Comedy'],https://image.tmdb.org/t/p/w500/xscW9qzVbuKbjUxF6CY3OsY8h6m.jpg
The School Teacher,1975,5.7,1.5382,['Comedy'],https://image.tmdb.org/t/p/w500/zKXvN2Ez55CloBZL8ny31u4IE2P.jpg
"Hey, I'm Alive",1975,5.0,1.5332,"['Drama', 'Adventure', 'TV Movie']",https://image.tmdb.org/t/p/w500/imnWSMhltkpGMqimfUjCx5m53P9.jpg
Downtown,1975,5.7,1.3188,"['Comedy', 'Crime']",https://image.tmdb.org/t/p/w500/e5d2gsU0EbjNb8J93x0dRURinPt.jpg
"Hurry, the Schoolgirls Are Coming!",1975,3.4,1.2573,['Comedy'],https://image.tmdb.org/t/p/w500/84paxewWe32i62fFRI0VURUKJs3.jpg
Egg! Egg! A Hardboiled Story,1975,6.0,1.2364,['Comedy'],https://image.tmdb.org/t/p/w500/jnCVqnXZfoDclG7CtM9ULZa4OLD.jpg
Boss Nigger,1975,6.7,1.7601,"['Western', 'Action', 'Comedy']",https://image.tmdb.org/t/p/w500/4atyb5cZclgGgvkszWxIjkGhd2D.jpg
Giro girotondo... con il sesso è bello il mondo,1975,0.0,1.3922,['Comedy'],https://image.tmdb.org/t/p/w500/oTlpg1n08Y27sbQSLkQQycpzSF1.jpg
Flatfoot in Hong Kong,1975,6.1,1.5891,"['Action', 'Comedy', 'Thriller', 'Drama']",https://image.tmdb.org/t/p/w500/pQuv3NrVxFFAtkVrcoHtNM8qHSt.jpg
The Human Factor,1975,5.7,1.6654,"['Action', 'Thriller']",https://image.tmdb.org/t/p/w500/7IWD14KhQTjMgGiHH7GZheS6SNU.jpg
Hans Christian Andersen's The Little Mermaid,1975,6.6,2.4091,"['Family', 'Fantasy', 'Animation']",https://image.tmdb.org/t/p/w500/hPuRx5wxlWixvAxy55EhDbmJGTs.jpg
Rosebud,1975,4.9,1.7754,"['Action', 'Thriller']",https://image.tmdb.org/t/p/w500/5NoT4BpyOIE5I1FRcIwjS6bHsvd.jpg
The Apple Dumpling Gang,1975,6.569,1.9634,"['Comedy', 'Family', 'Western']",https://image.tmdb.org/t/p/w500/cSbRtW2rSpz6AxS4BwtunpFHma.jpg
Wrong Move,1975,6.8,1.4051,['Drama'],https://image.tmdb.org/t/p/w500/mXdpTmRMPZyZQKWcY7GA8M2gaae.jpg
How to Kill a Judge,1975,7.0,1.5136,"['Thriller', 'Crime', 'Drama']",https://image.tmdb.org/t/p/w500/8xgeWbVtJvzgsUPGPlcAkUV70Hc.jpg
The Intruders,1975,2.0,1.3392,"['Crime', 'Comedy']",https://image.tmdb.org/t/p/w500/zV6FsNmwXyuHVr1BIusGRj55kR.jpg
Conduct Unbecoming,1975,6.2,1.5488,"['Crime', 'Drama', 'Mystery']",https://image.tmdb.org/t/p/w500/2TgZDGYojNRhdSFGjaJS5XNliUw.jpg
"Brother, Can You Spare a Dime?",1975,5.7,1.8818,"['Documentary', 'History']",https://image.tmdb.org/t/p/w500/vwcE04LiNzgcfEfquiOFXA4wcY9.jpg
Carter's Army,1975,4.3,1.5802,"['TV Movie', 'War', 'Adventure']",https://image.tmdb.org/t/p/w500/aJaaevGRCVXP84Pn1uR7xPffkMs.jpg
Friday Foster,1975,6.0,1.9107,"['Action', 'Thriller']",https://image.tmdb.org/t/p/w500/dGADshou0bUIGGt0vompPORdKtn.jpg
Lisztomania,1975,5.971,1.8402,"['Music', 'Comedy', 'Fantasy']",https://image.tmdb.org/t/p/w500/slkgkRL8hu0Sj4sOkcb8NSkwdGd.jpg
"It's a Bird, It's a Plane, It's Superman!",1975,4.0,1.6629,"['Comedy', 'TV Movie', 'Science Fiction', 'Action', 'Music']",https://image.tmdb.org/t/p/w500/qm49ynaY69CJzlIA0uebE3sBQr7.jpg
The Super Inframan,1975,6.0,1.371,"['Action', 'Adventure', 'Science Fiction']",https://image.tmdb.org/t/p/w500/jZwmUr0QJRNYEw9XVrRtxkDy0DE.jpg
At Long Last Love,1975,5.2,1.9908,"['Comedy', 'Music', 'Romance']",https://image.tmdb.org/t/p/w500/5bAMJ8SU3zdggtyJ3Iy2tyXXSf2.jpg
Hard Times,1975,6.8,1.2924,"['Drama', 'Action', 'Crime']",https://image.tmdb.org/t/p/w500/yWIh8cMGd9XubkdhJB2TJ7buGy3.jpg
Special Section,1975,7.1,1.1372,"['Drama', 'History', 'Thriller']",https://image.tmdb.org/t/p/w500/rRko0kzrm3Z3o7saQA9kFo4fVo7.jpg
French Connection II,1975,6.8,1.5455,"['Action', 'Crime', 'Drama', 'Thriller']",https://image.tmdb.org/t/p/w500/kVaDwISsbAfBK4TdPZIDtEDIZxW.jpg
The Night Caller,1975,7.244,1.0789,"['Thriller', 'Action', 'Crime']",https://image.tmdb.org/t/p/w500/c6GSsxdP7OqpV67724sNivK2GWL.jpg
Rollerball,1975,6.259,1.3955,"['Science Fiction', 'Action']",https://image.tmdb.org/t/p/w500/cmcipEfexlhVLYQXqeSWp1YcsPY.jpg
Fantozzi: White Collar Blues,1975,7.824,1.2381,['Comedy'],https://image.tmdb.org/t/p/w500/b3R1LWvraY6RJWfIu3aLXBF1ra8.jpg
The Night Child,1975,5.6,1.3612,['Horror'],https://image.tmdb.org/t/p/w500/cm6m3Skn7loka4MhW1CQdg5aBHE.jpg
House Orders,1975,0.0,1.5064,['Documentary'],
My Friends,1975,8.143,1.4674,['Comedy'],https://image.tmdb.org/t/p/w500/8Pm8SLjq2UHCwisd56ipHtzvZI1.jpg
Rapine,1975,7.1,1.4138,"['Drama', 'Crime']",https://image.tmdb.org/t/p/w500/i1XH1UPgkWH2psobPZzWJSEn773.jpg
Early to Bed,1975,1.0,1.337,"['Drama', 'TV Movie']",https://image.tmdb.org/t/p/w500/uHHee5qieuQTyPgG6I0jJh20IQ.jpg
Murder on Flight 502,1975,6.0,1.9394,"['Drama', 'Action', 'Thriller', 'Mystery', 'TV Movie']",https://image.tmdb.org/t/p/w500/klnCQBkC41QIyY76JPpZbM9HbyX.jpg
Late Night Trains,1975,6.1,1.6685,"['Thriller', 'Horror']",https://image.tmdb.org/t/p/w500/2LDH11OuWVH1AdTqUVfSukkSfLa.jpg
Ondine,1975,10.0,1.1393,"['Drama', 'Fantasy', 'Romance']",
Strip Nude for Your Killer,1975,5.5,1.6589,"['Horror', 'Thriller']",https://image.tmdb.org/t/p/w500/a9TEsOIljW3RBt2HScE3NXNUQTB.jpg
Doc Savage: The Man of Bronze,1975,4.917,1.8904,['Adventure'],https://image.tmdb.org/t/p/w500/cckGRIiw4S9cK3OrQayknwOVqTD.jpg
Switchblade Sisters,1975,6.348,1.4199,"['Action', 'Crime', 'Drama']",https://image.tmdb.org/t/p/w500/oN7iuemGWGJqk9WBye7tq5LVhn0.jpg
The Lively Vampires of Vögel,1975,4.3,1.1609,"['Comedy', 'Horror']",https://image.tmdb.org/t/p/w500/j4xSnB7F8lEapY9HkL2WYB1RD6T.jpg
Overlord,1975,6.8,1.3785,"['Drama', 'History', 'War']",https://image.tmdb.org/t/p/w500/2bpWZ9RwFRUwtu86v1v60p6QuYR.jpg
Katie Tippel,1975,6.6,1.153,"['Drama', 'History']",https://image.tmdb.org/t/p/w500/2xIaUVAzO5IM7PVOqDGxHbTrUf4.jpg
New Apartment Wife: Swapping,1975,0.0,1.3106,[],https://image.tmdb.org/t/p/w500/dWjuMffFJdoAqqQG4V8H8fUL7zu.jpg
The Prisoner of Second Avenue,1975,6.7,2.1786,['Comedy'],https://image.tmdb.org/t/p/w500/5UjoKjMQt7oE5PcKanfLLFwvAUL.jpg
W.W. and the Dixie Dancekings,1975,5.9,1.6738,"['Comedy', 'Drama', 'Music']",https://image.tmdb.org/t/p/w500/bi84Q0kbh69BkbmnAaczDCLMUod.jpg
The Supergirl of Kung Fu,1975,0.0,1.055,"['Action', 'Adventure']",https://image.tmdb.org/t/p/w500/o04ahHMqTSlon3WaZwsjrnc57DI.jpg
Syndicate Sadists,1975,5.9,1.133,"['Action', 'Crime', 'Drama']",https://image.tmdb.org/t/p/w500/fE1ccN1cPFR2dlWvjpnJPHuMCgu.jpg
The Adventures of Buratino,1975,6.7,1.1741,"['Family', 'Fantasy', 'Adventure', 'TV Movie']",https://image.tmdb.org/t/p/w500/31xYSTV7CxsAV7SM3CunE3v79Pe.jpg
The House of Exorcism,1975,4.8,1.3136,['Horror'],https://image.tmdb.org/t/p/w500/1cWz58SkhQ0RAhdkvdm7KyWv4hS.jpg
The Hot Nights of Linda,1975,3.1,1.2738,['Drama'],https://image.tmdb.org/t/p/w500/mXnT5QTUFYZar454WAdHF28Wqtk.jpg
Hustle,1975,5.664,2.1343,"['Crime', 'Thriller']",https://image.tmdb.org/t/p/w500/n52YsqFEkHDL1nbg6LLAWdR9G43.jpg
Beyond the Bermuda Triangle,1975,4.8,1.4995,"['Mystery', 'Science Fiction', 'TV Movie']",https://image.tmdb.org/t/p/w500/k3aJHFXGPOGOs9GrV7vtLRy71j1.jpg
Fortel,1975,0.0,1.2612,['Documentary'],
Escape to Witch Mountain,1975,6.4,1.3721,"['Adventure', 'Fantasy', 'Science Fiction', 'Family']",https://image.tmdb.org/t/p/w500/cXicoCiCfO6FDfv6ozwcfQCnhVW.jpg
Knots,1975,2.0,1.2834,['Drama'],
Taxi Driver,1976,8.134,16.6436,"['Crime', 'Drama']",https://image.tmdb.org/t/p/w500/ekstpH614fwDX8DUln1a2Opz0N8.jpg
In the Realm of the Senses,1976,6.621,12.2509,"['Drama', 'Romance']",https://image.tmdb.org/t/p/w500/AiFQbgjgSXWPfbi9iIYT39iXWMW.jpg
Rocky,1976,7.787,10.916,['Drama'],https://image.tmdb.org/t/p/w500/8kEun6U9hTddM7NEfLLCGQKU2Mp.jpg
Rape!,1976,5.7,10.3011,"['Drama', 'Horror', 'Thriller']",https://image.tmdb.org/t/p/w500/zlvBMQhTPPFzQPnrEyvfupadctm.jpg
Carrie,1976,7.316,7.8978,"['Horror', 'Thriller']",https://image.tmdb.org/t/p/w500/uIaioXfhjVEWNzY1SWTvswAB976.jpg
All the President's Men,1976,7.65,7.574,"['Drama', 'History', 'Mystery', 'Thriller']",https://image.tmdb.org/t/p/w500/qwdcIdiTAk8iANsJEK2JmrYQx5o.jpg
Exposé,1976,5.1,7.7467,"['Thriller', 'Horror']",https://image.tmdb.org/t/p/w500/7bEV13lR9QrVTpx7RVYk3ea1hkR.jpg
The Omen,1976,7.407,7.4156,"['Horror', 'Thriller']",https://image.tmdb.org/t/p/w500/mDcjjEu1fMNmsXi4l4D8IftlTix.jpg
Oxen Split Torturing,1976,6.0,5.9651,"['Horror', 'Drama']",https://image.tmdb.org/t/p/w500/eZ8sfpK3cujTNokw9ssgoTNNm66.jpg
Strange Occasion,1976,5.5,4.9369,"['Romance', 'Comedy']",https://image.tmdb.org/t/p/w500/ovOhNWGyvVZ79WjMQ1FJAvfwMJi.jpg
SS Experiment Love Camp,1976,5.6,4.3946,"['Horror', 'War']",https://image.tmdb.org/t/p/w500/1s3NnoCbBbqEa50A4ch8WYLORti.jpg
"Salò, or the 120 Days of Sodom",1976,6.379,4.8115,"['Horror', 'Drama', 'War']",https://image.tmdb.org/t/p/w500/xnaDdiRfZlJaTf6JRc4in40eaeI.jpg
Barbed Wire Dolls,1976,4.6,4.1479,"['Crime', 'Drama', 'Horror']",https://image.tmdb.org/t/p/w500/3FBtK6Cn80qLESrWqIhbSh0uXLE.jpg
The Message,1976,7.235,4.9079,"['Adventure', 'Drama', 'Action', 'History']",https://image.tmdb.org/t/p/w500/qVCBMg4ZuLPnWhIWJHD9IP4nIuY.jpg
1900,1976,7.8,3.4236,"['Drama', 'History']",https://image.tmdb.org/t/p/w500/deWzfCC59tmtEQvKSmflDe14FvR.jpg
The Cassandra Crossing,1976,6.3,3.3306,"['Action', 'Thriller']",https://image.tmdb.org/t/p/w500/3WKV7PPWp6ybjibhZF6AMfFErqp.jpg
Salon Kitty,1976,5.5,3.7191,"['Drama', 'War']",https://image.tmdb.org/t/p/w500/pAcHGO840kU3TtYWjv3pvFl3Vm1.jpg
The Outlaw Josey Wales,1976,7.4,3.9937,['Western'],https://image.tmdb.org/t/p/w500/92BZIFPbyCPNhExyFScxA3xF1dy.jpg
Network,1976,7.815,3.0411,['Drama'],https://image.tmdb.org/t/p/w500/gZ8hhuVEQ78CLND09trZJ45Eiy8.jpg
My Sister in Law,1976,5.5,3.2109,['Comedy'],https://image.tmdb.org/t/p/w500/1C73JoBvAryD2mwA3wqdajfJb22.jpg
Shaolin Wooden Men,1976,6.8,3.4101,['Action'],https://image.tmdb.org/t/p/w500/uFbYnHPb5YGgce3Un0bgBgbt8DI.jpg
My Father's Private Secretary,1976,5.281,2.6437,['Comedy'],https://image.tmdb.org/t/p/w500/jLmho8dybgeJ6lpHuF0qKTDEuMm.jpg
Murder by Death,1976,7.171,3.9919,"['Comedy', 'Crime', 'Mystery', 'Thriller']",https://image.tmdb.org/t/p/w500/7YGYam05qzHy0ZSzfjBSDkVvvU7.jpg
Midway,1976,6.7,3.4366,"['Action', 'Drama', 'History', 'War']",https://image.tmdb.org/t/p/w500/vCzGV28YFmWubUn1jh8ytagYocR.jpg
